fips,TOT_POP,POP_ESTIMATE_2018,N_POP_CHG_2018,GQ_ESTIMATES_2018,R_birth_2018,R_death_2018,R_NATURAL_INC_2018,R_INTERNATIONAL_MIG_2018,R_DOMESTIC_MIG_2018,R_NET_MIG_2018,Less than a high school diploma 2014-18,High school diploma only 2014-18,Some college or associate's degree 2014-18,Bachelor's degree or higher 2014-18,Percent of adults with less than a high school diploma 2014-18,Percent of adults with a high school diploma only 2014-18,Percent of adults completing some college or associate's degree 2014-18,Percent of adults with a bachelor's degree or higher 2014-18,POVALL_2018,PCTPOVALL_2018,PCTPOV017_2018,PCTPOV517_2018,MEDHHINC_2018,CI90LBINC_2018,CI90UBINC_2018,Civilian_labor_force_2018,Employed_2018,Unemployed_2018,Unemployment_rate_2018,Median_Household_Income_2018,Med_HH_Income_Percent_of_State_Total_2018,Active Physicians per 100000 Population 2018 (AAMC),Total Active Patient Care Physicians per 100000 Population 2018 (AAMC),Active Primary Care Physicians per 100000 Population 2018 (AAMC),Active Patient Care Primary Care Physicians per 100000 Population 2018 (AAMC),Active General Surgeons per 100000 Population 2018 (AAMC),Active Patient Care General Surgeons per 100000 Population 2018 (AAMC),Total nurse practitioners (2019),Total physician assistants (2019),Total Hospitals (2019),Internal Medicine Primary Care (2019),Family Medicine/General Practice Primary Care (2019),Total Specialist Physicians (2019),ICU Beds_x,Total Population,Population Aged 60+,Percent of Population Aged 60+,STATE_FIPS,CNTY_FIPS,county_pop2018_18 and older,anycondition_number,COPD_number,diabetes_number,CKD_number,Urban_rural_code,Obesity_number
26127,26625,26625,167,303,11.3,10.0,1.3,1.5,3.5,5.0,2546,6396,5727,3406,14.1,35.4,31.7,18.8,4070,15.5,23.3,21.3,50374,47914,52834,12456,11696,760,6.1,50374,88.9,287.0,249.7,97.8,87.6,7.9,6.7,11.77305929,10.07635369,0.383556683,19.75050558,16.04279098,54.0788287,0,26317,7218,27.4,26,127,20545,10213,2314,2823,771,6,7930
42121,51266,51266,-557,1302,9.7,13.1,-3.4,0.0,-7.4,-7.4,3913,18496,9051,6742,10.2,48.4,23.7,17.6,7537,15.0,20.9,18.8,45761,43018,48504,22421,21317,1104,4.9,45761,75.2,320.5,273.3,100.8,88.2,8.7,7.2,28.03264746,22.69271433,0.796586726,41.53459233,28.83724008,107.1469191,8,52880,15253,28.8,42,121,41304,19282,4097,5416,1454,5,13713
18133,37779,37779,169,5022,10.7,9.2,1.5,0.6,2.4,3.0,2678,10860,7263,3984,10.8,43.8,29.3,16.1,3978,12.2,14.8,13.3,54718,50857,58579,16882,16245,637,3.8,54718,98.2,230.8,212.0,80.3,74.4,6.5,6.1,19.49391292,4.770447847,0.745206054,14.85331158,18.75999787,49.14972658,6,37543,8058,21.5,18,133,30379,14283,2792,3698,871,2,10238
40131,91984,91984,505,1216,10.6,9.1,1.4,0.5,3.7,4.2,4804,19984,21265,14803,7.9,32.8,34.9,24.3,8855,9.8,12.5,10.8,61849,58266,65432,44792,43309,1483,3.3,61849,119.1,206.7,189.1,73.9,68.5,6.2,5.8,26.38392586,30.04641601,2.915995343,30.76958286,52.7211958,108.7549623,6,90098,19479,21.6,40,131,70506,33057,5716,7913,2118,3,25735
26025,134487,134487,129,4326,12.0,10.3,1.7,2.3,-3.0,-0.7,8123,33106,30526,19318,8.9,36.4,33.5,21.2,22602,17.3,27.6,25.2,48413,45124,51702,62865,60219,2646,4.2,48413,85.5,287.0,249.7,97.8,87.6,7.9,6.7,59.46754649,50.89722362,1.93740423,99.76286363,81.03462274,273.1605422,32,134327,31227,23.2,26,25,103686,49754,10002,12987,3490,4,38882
6075,883305,883305,4139,24235,10.2,7.5,2.6,7.2,-5.1,2.1,79408,84630,131509,394004,11.5,12.3,19.1,57.1,87596,10.1,10.9,11.1,110601,107200,114002,575567,562022,13545,2.4,110601,147.0,279.6,243.8,96.2,87.1,7.2,6.2,344.1931335,176.7858465,8.016435378,499.3636333,339.3698743,1312.350762,337,864263,179193,20.7,6,75,764613,182564,28886,67258,17872,1,128455
13321,20299,20299,-237,89,10.0,11.4,-1.3,0.1,-10.4,-10.3,2659,5932,4124,1470,18.7,41.8,29.1,10.4,4128,20.5,33.6,34.1,48708,45569,51847,9182,8778,404,4.4,48708,83.1,228.7,202.9,79.1,71.9,7.0,6.1,9.291308264,6.419975617,0.27980056,9.605842687,6.582066976,24.67647977,0,20809,5131,24.7,13,321,15759,7266,1669,2438,608,4,5185
46003,2801,2801,44,96,15.5,8.6,6.8,7.2,1.8,9.0,238,607,592,372,13.2,33.6,32.7,20.6,276,10.2,14.0,13.1,53107,47916,58298,1557,1512,45,2.9,53107,93.1,240.4,219.1,92.8,84.8,9.2,8.6,1.501723464,1.282655982,0.180968789,1.076288064,1.717616055,3.04154562,0,2739,732,26.7,46,3,2106,850,128,216,64,6,640
42017,628195,628195,1167,8038,9.3,9.7,-0.3,1.2,1.1,2.3,27363,128245,109517,180201,6.1,28.8,24.6,40.5,35350,5.7,6.6,6.0,88538,86842,90234,341069,328286,12783,3.7,88538,145.4,320.5,273.3,100.8,88.2,8.7,7.2,343.5019111,278.0683041,9.761085292,508.9498542,353.3610977,1312.939548,90,626486,151809,24.2,42,17,499979,196424,31984,53389,13632,2,148994
35019,4341,4341,-68,573,10.3,11.0,-0.7,0.0,-14.9,-14.9,677,1412,881,391,20.1,42.0,26.2,11.6,915,24.3,29.4,26.9,29515,26216,32814,1624,1534,90,5.5,29515,62.3,244.8,213.8,91.1,82.1,7.7,7.3,2.117229511,1.102119472,0.084937779,2.028148426,2.351326316,5.995364193,0,4426,1149,26.0,35,19,3436,1660,201,492,129,6,1227
17201,284081,284081,-659,4743,12.5,9.8,2.7,1.5,-6.6,-5.1,23963,62181,64375,43910,12.3,32.0,33.1,22.6,45006,16.1,27.2,25.3,53795,51486,56104,141196,133101,8095,5.7,53795,82.7,284.4,240.5,99.6,87.2,7.0,5.8,110.6573385,55.56278212,4.169438305,215.1831502,134.9827781,476.7875332,87,287512,65218,22.7,17,201,217591,93017,18791,25818,7194,3,71587
21091,8758,8758,-20,90,13.1,9.2,3.9,-0.2,-5.8,-6.0,875,2480,1809,636,15.1,42.8,31.2,11.0,1038,12.0,16.3,14.8,56769,51081,62457,4089,3919,170,4.2,56769,113.1,230.9,214.6,77.3,72.9,8.3,7.6,5.750595403,1.932545013,0.205798404,3.87096998,3.72397112,12.65366187,0,8700,1996,22.9,21,91,6520,3322,775,914,217,4,2523
38065,1952,1952,15,2,11.3,2.6,8.7,0.0,-1.5,-1.5,135,415,516,245,10.3,31.7,39.4,18.7,198,10.2,12.9,12.0,68243,60694,75792,873,837,36,4.1,68243,104.6,237.6,217.1,87.0,79.6,10.5,9.7,1.173649512,0.582972515,0.100158273,0.901424461,1.507510423,2.319049254,0,1822,608,33.4,38,65,1461,710,111,178,48,4,539
54039,180454,180454,-2856,3338,10.1,13.7,-3.6,0.1,-12.3,-12.2,15894,50266,34460,33388,11.9,37.5,25.7,24.9,30248,17.1,26.0,22.7,41926,39988,43864,82263,78000,4263,5.2,41926,95.2,263.4,231.6,100.1,89.4,10.5,9.2,94.1326037,66.75220729,5.595993426,97.53017113,124.0112115,280.0994566,156,187827,49628,26.4,54,39,144442,75463,17475,21166,5256,4,54021
19037,11964,11964,-72,95,11.6,9.4,2.2,0.2,-8.3,-8.2,645,3627,2650,1412,7.7,43.5,31.8,16.9,1019,8.6,11.9,11.1,64190,58883,69497,6407,6234,173,2.7,64190,106.9,218.2,193.1,84.8,77.9,6.9,6.5,7.285726099,3.23346741,0.447302643,4.844515065,8.191703486,15.49259239,0,12140,3281,27.0,19,37,9149,3877,685,1022,287,6,3202
30037,826,826,6,89,12.2,2.4,9.7,0.0,-3.6,-3.6,30,229,165,148,5.2,40.0,28.8,25.9,150,18.9,32.6,31.4,38782,34598,42966,369,352,17,4.6,38782,70.2,247.1,236.2,91.5,88.0,9.8,9.4,0.391887452,0.304023797,0.04354305,0.267478737,0.456424473,0.895742748,0,747,281,37.6,30,37,651,273,52,80,23,4,205
18123,19102,19102,114,1514,10.4,9.5,1.0,0.0,4.9,4.9,1434,6388,3732,2028,10.6,47.0,27.5,14.9,2167,12.4,16.4,14.5,52332,47744,56920,9323,8979,344,3.7,52332,93.9,230.8,212.0,80.3,74.4,6.5,6.1,9.856606172,2.412056825,0.376794676,7.510202965,9.485520507,24.85132156,4,19229,4691,24.4,18,123,15089,6984,1575,1963,486,6,5236
35001,678701,678701,15,11913,10.8,8.7,2.1,1.2,-3.3,-2.0,51916,107599,146410,157155,11.2,23.2,31.6,33.9,109959,16.5,22.2,21.5,51372,49762,52982,329380,314530,14850,4.5,51372,108.4,244.8,213.8,91.1,82.1,7.7,7.3,331.0218352,172.3127361,13.27974094,317.094302,367.6220968,937.3553727,138,674855,140933,20.9,35,1,531331,199236,31913,60774,16872,3,145053
8059,580233,580233,4416,8757,10.4,7.9,2.5,0.8,4.3,5.1,22840,84351,121561,180236,5.6,20.6,29.7,44.1,39799,7.0,8.0,7.7,85550,82944,88156,334242,324124,10118,3.0,85550,118.9,285.7,262.5,95.4,88.9,7.8,7.1,294.9268123,228.9121062,9.066834645,254.9919901,277.4043903,742.56357,94,564029,124374,22.1,8,59,465718,139023,23563,33878,11726,2,103855
13277,40571,40571,133,1554,13.6,10.1,3.4,0.1,-0.1,-0.1,4705,8886,7942,4257,18.2,34.5,30.8,16.5,7636,19.6,30.4,30.0,45680,41914,49446,19337,18561,776,4.0,45680,77.9,228.7,202.9,79.1,71.9,7.0,6.1,18.57025802,12.83141193,0.559228954,19.1989085,13.15537905,49.32013698,20,40531,8091,20.0,13,277,30551,14902,2860,4348,1092,5,11243
13279,26887,26887,-9,326,13.6,12.3,1.3,-0.1,-1.5,-1.6,3362,6784,4696,2790,19.1,38.5,26.6,15.8,6615,24.9,40.6,39.8,37148,33818,40478,11945,11251,694,5.8,37148,63.4,228.7,202.9,79.1,71.9,7.0,6.1,12.30678385,8.50356591,0.370609275,12.72339979,8.718263697,32.6851821,8,27160,5815,21.4,13,279,19774,9774,2122,3171,781,5,7158
48063,13033,13033,159,65,13.5,9.6,3.9,2.5,6.0,8.5,1290,2981,2524,1550,15.5,35.7,30.2,18.6,2431,18.8,30.5,30.1,43714,39025,48403,4990,4745,245,4.9,43714,72.1,224.8,199.9,72.9,66.5,6.2,5.4,4.495414842,2.653202921,0.237485047,4.931333857,4.364639137,15.39248205,0,12670,3038,24.0,48,63,9570,4991,880,1479,366,6,3723
48275,3653,3653,-30,99,10.1,13.1,-3.0,1.1,-6.3,-5.2,464,771,675,467,19.5,32.4,28.4,19.6,723,20.4,31.5,30.4,39726,35423,44029,1466,1413,53,3.6,39726,65.5,224.8,199.9,72.9,66.5,6.2,5.4,1.260013076,0.743662263,0.066564327,1.382196162,1.22335815,4.314335681,0,3753,948,25.3,48,275,2688,1265,245,405,104,6,952
54011,93224,93224,-1262,3934,10.9,12.7,-1.7,0.1,-11.8,-11.7,7599,21011,18606,16322,12.0,33.1,29.3,25.7,17242,19.3,23.1,22.8,39790,36807,42773,41287,39332,1955,4.7,39790,90.4,263.4,231.6,100.1,89.4,10.5,9.2,48.62966655,34.48473169,2.890935591,50.38487744,64.06519765,144.7016511,88,96100,22787,23.7,54,11,74829,40375,8960,10298,2530,3,28435
12067,8732,8732,109,1481,7.5,9.1,-1.6,11.8,2.5,14.3,1467,2507,1203,969,23.9,40.8,19.6,15.8,1521,21.0,26.1,22.3,42689,37973,47405,2847,2756,91,3.2,42689,77.0,265.2,240.7,86.8,80.1,6.9,6.0,5.067180298,2.497923103,0.088962631,4.753556275,3.39451884,11.93124176,0,8684,1667,19.2,12,67,6961,3429,810,959,254,6,2555
55049,23771,23771,57,180,11.5,8.3,3.2,0.5,-1.3,-0.8,839,5800,5863,4022,5.1,35.1,35.5,24.3,1933,8.2,10.0,8.9,68017,64243,71791,13933,13570,363,2.6,68017,111.9,264.9,238.3,94.6,86.4,7.9,7.1,12.43429354,7.523544921,0.543821454,12.47927125,13.39518107,37.60545796,0,23576,5649,24.0,55,49,18326,8012,1220,1793,538,3,6487
36013,127939,127939,-670,6071,10.0,11.0,-1.1,2.6,-6.8,-4.2,9985,32222,28129,19522,11.1,35.9,31.3,21.7,22426,18.3,27.0,24.7,45689,43556,47822,54993,52227,2766,5.0,45689,67.5,375.1,304.1,112.9,94.8,10.2,7.4,82.56173747,58.22072249,1.086769362,135.6497661,42.42328592,320.1910599,26,130846,33458,25.6,36,13,101942,47370,10253,12684,3571,5,35068
47009,131349,131349,1449,2084,9.3,10.4,-1.1,0.7,11.5,12.2,9996,31875,27833,22022,10.9,34.8,30.3,24.0,12816,9.9,13.5,12.8,57939,54424,61454,62275,60266,2009,3.2,57939,110.6,253.1,225.8,85.1,77.8,8.1,7.4,111.5203747,23.12670262,2.231183558,69.59352542,48.23236805,196.014326,16,127135,32770,25.8,47,9,104790,51164,10575,13065,3383,3,38982
17117,45313,45313,-202,863,10.2,12.6,-2.4,0.1,-2.1,-2.0,2902,12488,10691,6262,9.0,38.6,33.1,19.4,5740,12.9,19.3,17.7,53409,48576,58242,23066,21934,1132,4.9,53409,82.1,284.4,240.5,99.6,87.2,7.0,5.8,17.65065591,8.862670668,0.665055945,34.32328837,21.53074166,76.05110336,0,45960,12200,26.5,17,117,35669,16090,3341,4045,1160,2,11842
29197,4599,4599,85,47,15.8,9.0,6.8,0.7,11.0,11.6,425,1386,801,342,14.4,46.9,27.1,11.6,764,16.9,27.3,28.1,39463,35407,43519,1977,1895,82,4.1,39463,72.5,273.1,236.3,86.6,79.0,7.0,6.3,2.565070778,0.499201659,0.091582861,2.860838378,2.053858253,8.156129355,0,4450,1136,25.5,29,197,3443,1697,391,453,122,5,1281
48393,903,903,-34,0,8.7,6.5,2.2,0.0,-39.1,-39.1,51,157,210,149,9.0,27.7,37.0,26.3,70,7.8,10.2,10.2,67470,59965,74975,436,423,13,3.0,67470,111.3,224.8,199.9,72.9,66.5,6.2,5.4,0.311467782,0.183828914,0.016454308,0.341670718,0.302406901,1.06647827,0,889,255,28.7,48,393,683,323,57,86,23,6,239
39003,102663,102663,-406,5863,11.8,10.5,1.3,-0.1,-5.1,-5.3,7192,26653,22997,12347,10.4,38.5,33.2,17.8,13901,14.4,18.7,17.2,50301,46615,53987,47855,45708,2147,4.5,50301,89.6,292.7,248.6,93.7,83.7,8.3,7.1,53.03776322,19.63776098,1.703812894,69.43476669,47.47841497,200.083842,62,104157,24080,23.1,39,3,78996,37247,7559,10254,2575,4,28992
25027,830839,830839,4910,28276,10.3,8.8,1.5,6.3,-1.8,4.4,54112,158830,148585,202881,9.6,28.1,26.3,35.9,72636,9.0,10.8,9.9,71767,69837,73697,450670,434714,15956,3.5,71767,89.9,449.5,353.7,134.3,114.6,9.6,7.3,754.0224785,260.729995,9.028046917,1106.597804,237.257073,2494.389176,169,818249,170081,20.8,25,27,656107,257886,39053,61478,17828,3,205361
23009,54811,54811,214,987,8.6,11.6,-3.0,0.6,6.4,7.0,2427,13350,12208,13358,5.9,32.3,29.5,32.3,6233,11.6,15.9,15.1,52148,49062,55234,29407,28291,1116,3.8,52148,93.8,330.2,305.7,128.9,119.7,12.1,11.7,45.04775837,22.76959423,1.392385259,32.96676863,45.78490351,91.89742708,6,54468,16940,31.1,23,9,45447,19053,3806,5000,1505,6,13952
24047,51823,51823,246,722,7.8,13.4,-5.5,0.2,10.1,10.3,3579,12372,11291,11907,9.1,31.6,28.8,30.4,5300,10.4,17.7,16.9,59266,54849,63683,25525,23475,2050,8.0,59266,71.3,386.0,306.1,116.2,97.6,9.6,7.5,28.66992784,19.73362368,0.428805382,48.78090025,14.7080246,117.7671101,6,51559,17655,34.2,24,47,42920,19687,3671,5992,1530,3,15623
5119,392680,392680,-936,8776,13.0,9.6,3.4,1.4,-7.1,-5.8,25441,69644,80333,90726,9.6,26.2,30.2,34.1,64312,16.7,25.9,23.9,49957,48141,51773,189210,182612,6598,3.5,49957,106.1,207.6,188.2,79.9,75.0,7.0,6.5,170.0322348,27.23121615,11.46577522,117.1333173,219.5435369,473.8752781,209,392848,79133,20.1,5,119,301671,141823,22960,38634,9669,3,104680
48213,82299,82299,1238,1238,11.1,13.7,-2.6,0.8,16.9,17.7,9317,19091,17861,10306,16.5,33.7,31.6,18.2,15718,19.4,29.9,27.9,43337,40135,46539,36389,35025,1364,3.7,43337,71.5,224.8,199.9,72.9,66.5,6.2,5.4,28.38702878,16.75408173,1.499637985,31.13971036,27.5612243,97.19833349,10,79687,22345,28.0,48,213,64575,35206,6692,9719,2494,5,24538
39097,44413,44413,366,4828,9.5,9.2,0.3,1.0,7.0,8.0,4071,13026,8966,5317,13.0,41.5,28.6,16.9,4215,10.7,14.1,12.8,61645,56444,66846,20584,19806,778,3.8,61645,109.8,292.7,248.6,93.7,83.7,8.3,7.1,22.94464586,8.495484044,0.737085825,30.03814707,20.5396184,86.55819208,13,43732,8744,20.0,39,97,35296,16500,3174,4152,1009,2,11859
51036,6941,6941,-59,0,6.2,14.3,-8.2,0.3,-0.4,-0.1,1162,2099,1441,720,21.4,38.7,26.6,13.3,851,12.3,18.8,17.7,56872,50866,62878,3692,3547,145,3.9,56872,78.3,263.2,231.8,90.3,81.7,7.3,6.3,3.649089864,1.712904621,0.078229707,3.461664525,3.038735173,9.576619938,0,7022,2156,30.7,51,36,5889,3007,600,1043,254,2,2279
20053,6196,6196,-111,978,10.2,11.2,-1.0,-0.2,-16.5,-16.6,400,1544,1675,925,8.8,34.0,36.9,20.4,622,11.9,14.2,13.7,50261,44755,55767,2722,2646,76,2.8,50261,86.4,227.6,206.5,88.0,80.5,6.8,6.3,3.494354981,1.77058669,0.295807151,2.564371347,3.807187005,8.114479625,0,6331,1772,28.0,20,53,5059,2481,413,643,164,6,2013
19085,14134,14134,5,277,11.6,11.3,0.3,-0.1,0.4,0.2,813,3758,3464,1862,8.2,38.0,35.0,18.8,1347,9.7,12.8,12.1,60044,55151,64937,7291,7130,161,2.2,60044,100.0,218.2,193.1,84.8,77.9,6.9,6.5,8.607192635,3.819945535,0.528433263,5.72320093,9.677493905,18.30259953,0,14196,3779,26.6,19,85,10856,4975,833,1217,342,3,3713
48327,2139,2139,18,41,8.5,10.8,-2.3,0.9,9.4,10.3,315,603,493,305,18.4,35.1,28.7,17.8,452,21.6,40.8,40.2,35881,31920,39842,841,807,34,4.0,35881,59.2,224.8,199.9,72.9,66.5,6.2,5.4,0.737795776,0.435448557,0.038976484,0.809339609,0.716332626,2.526242546,0,2123,708,33.3,48,327,1761,887,163,295,75,6,615
29153,9017,9017,-186,123,8.6,15.0,-6.5,-0.3,-13.5,-13.8,1177,3079,1802,842,17.1,44.6,26.1,12.2,1962,22.0,33.2,30.2,34367,30806,37928,3461,3282,179,5.2,34367,63.2,273.1,236.3,86.6,79.0,7.0,6.3,5.029189652,0.978756546,0.179561351,5.609084508,4.026884076,15.99126297,0,9328,3114,33.4,29,153,7324,4253,1095,1309,346,6,2959
32033,9475,9475,-124,1301,10.6,9.8,0.8,-0.2,-13.6,-13.8,996,2681,2336,1053,14.1,37.9,33.1,14.9,1082,13.3,15.6,14.2,58942,52708,65176,4604,4434,170,3.7,58942,100.3,213.5,185.8,72.3,65.0,5.6,5.0,2.626053259,1.651821848,0.137391609,4.405899106,2.813405453,9.636147868,0,9858,2291,23.2,32,33,7591,3901,671,889,242,6,2604
27123,550210,550210,4692,17442,14.0,7.7,6.2,4.4,-2.0,2.4,35551,75283,97990,150759,9.9,20.9,27.3,41.9,78160,14.6,20.9,20.6,62937,60948,64926,288814,281072,7742,2.7,62937,89.5,302.7,265.0,104.9,96.0,7.4,6.6,282.4013991,177.6775469,12.45311725,315.2501729,343.7844809,920.0598359,135,537893,102817,19.1,27,123,421978,154874,19505,39594,11261,1,127859
45063,295032,295032,4214,2340,11.0,8.5,2.5,2.0,9.9,11.9,20514,56407,60690,59163,10.4,28.7,30.8,30.1,36432,12.5,17.5,16.0,60627,57764,63490,147320,143095,4225,2.9,60627,115.6,229.5,205.0,80.1,72.3,7.0,6.2,123.081676,60.87349274,4.004071495,124.0101563,135.8482807,374.4096998,55,281870,59280,21.0,45,63,226738,93304,16289,25111,6683,3,70969
6071,2171603,2171603,18400,37611,14.1,6.9,7.2,0.7,0.7,1.4,272865,352296,436563,270028,20.5,26.5,32.8,20.3,317514,14.9,21.4,20.5,63310,61644,64976,961030,922251,38779,4.0,63310,84.1,279.6,243.8,96.2,87.1,7.2,6.2,846.1979059,434.6275348,19.70838512,1227.684168,834.339936,3226.410868,410,2121220,330448,15.6,6,71,1599325,725284,95615,204266,49429,2,554966
12099,1485941,1485941,15603,21625,10.0,10.5,-0.5,8.6,2.5,11.1,124483,258521,295287,376461,11.8,24.5,28.0,35.7,179359,12.2,18.5,17.1,61735,60307,63163,731004,704955,26049,3.6,61735,111.4,265.2,240.7,86.8,80.1,6.9,6.0,862.2916811,425.0763117,15.13893971,808.9216863,577.6517087,2030.362038,401,1426772,414928,29.1,12,99,1202485,494930,102154,163990,43465,2,352328
55105,163129,163129,809,2694,12.0,9.0,3.0,0.5,1.6,2.0,10334,39833,35451,23850,9.4,36.4,32.4,21.8,17477,10.9,15.0,13.9,57675,54812,60538,85397,82631,2766,3.2,57675,94.9,264.9,238.3,94.6,86.4,7.9,7.1,85.33060747,51.63048923,3.73198645,85.639268,91.92471886,258.068266,33,161226,34912,21.7,55,105,125428,55000,8680,13020,3784,4,43398
31125,3532,3532,-44,143,11.0,11.5,-0.6,1.7,-13.8,-12.1,213,915,880,496,8.5,36.5,35.1,19.8,401,11.7,13.9,12.4,47279,43776,50782,2026,1977,49,2.4,47279,79.2,239.2,214.5,88.2,80.3,6.8,6.2,1.913129747,1.504873351,0.170259394,1.636687075,2.306740173,5.025398234,0,3569,1046,29.3,31,125,2741,1287,216,317,90,6,1044
46063,1249,1249,8,29,12.9,5.6,7.2,0.8,-1.6,-0.8,68,300,306,238,7.5,32.9,33.6,26.1,131,10.7,9.8,9.9,55017,49280,60754,731,713,18,2.5,55017,96.5,240.4,219.1,92.8,84.8,9.2,8.6,0.669636775,0.571951918,0.080696186,0.479929951,0.765905909,1.35626222,0,1281,338,26.4,46,63,959,395,59,98,29,6,319
42005,65263,65263,-613,650,9.7,13.4,-3.6,0.1,-5.7,-5.7,5129,23407,12266,7916,10.5,48.0,25.2,16.2,5917,9.2,13.6,13.1,49436,45826,53046,32148,30533,1615,5.0,49436,81.2,320.5,273.3,100.8,88.2,8.7,7.2,35.68631591,28.88843708,1.014076377,52.8746557,36.71058401,136.4009164,12,66737,18721,28.1,42,5,52753,25573,5030,6934,1789,2,19571
28111,11931,11931,-99,102,10.9,9.8,1.1,-0.1,-9.2,-9.3,1536,3290,2474,898,18.7,40.1,30.2,11.0,2597,22.0,34.3,33.2,39687,35334,44040,4355,4100,255,5.9,39687,88.7,191.3,174.8,65.9,61.2,7.1,6.7,8.333439142,0.427458288,0.39549879,4.710031039,4.382446183,13.5068829,0,12047,2963,24.6,28,111,9247,5180,1063,1423,357,4,3911
12069,356495,356495,11408,3869,9.4,12.4,-3.0,3.4,31.9,35.3,26405,81305,83228,56151,10.7,32.9,33.7,22.7,40582,11.5,19.5,17.9,52447,49778,55116,155273,149818,5455,3.5,52447,94.6,265.2,240.7,86.8,80.1,6.9,6.0,206.874077,101.980886,3.632012517,194.0699776,138.5855467,487.1081119,158,326215,107419,32.9,12,69,288227,133006,29587,40608,10946,2,99150
56039,23081,23081,-180,270,9.9,3.2,6.7,1.6,-16.2,-14.5,958,2272,4087,9847,5.6,13.2,23.8,57.4,1443,6.3,6.7,5.9,99087,88142,110032,15340,14876,464,3.0,99087,159.2,207.9,199.6,79.8,76.2,10.6,10.4,11.4259014,6.432063378,1.158570422,5.273492956,15.02146478,21.73318309,6,22923,4298,18.7,56,39,18842,4576,928,1360,447,5,3655
26065,292735,292735,408,17194,11.5,7.6,3.9,6.8,-9.4,-2.6,12738,37856,56717,67150,7.3,21.7,32.5,38.5,49916,18.1,19.1,18.6,52837,50812,54862,150474,144991,5483,3.6,52837,93.3,287.0,249.7,97.8,87.6,7.9,6.7,129.441747,110.786907,4.217106688,217.151709,176.3863443,594.5827576,219,286185,51447,18.0,26,65,234329,83104,16546,21235,6330,3,69361
54065,17787,17787,78,123,8.3,13.8,-5.5,-0.4,10.4,10.0,1861,5237,3760,2269,14.2,39.9,28.6,17.3,1894,10.8,18.6,17.8,49487,45137,53837,7943,7602,341,4.3,49487,112.4,263.4,231.6,100.1,89.4,10.5,9.2,9.278467764,6.579635315,0.551586194,9.613359382,12.22354405,27.60885896,0,17510,5135,29.3,54,65,14602,7388,1816,2157,504,6,5242
13215,194160,194160,394,6328,13.9,9.8,4.1,1.4,-3.5,-2.1,16128,34761,43169,33352,12.7,27.3,33.9,26.2,37759,20.1,28.4,26.9,46628,43618,49638,79354,75325,4029,5.1,46628,79.5,228.7,202.9,79.1,71.9,7.0,6.1,88.8713933,61.40708733,2.676293256,91.87991606,62.9574917,236.030608,61,198647,34483,17.4,13,215,146048,69475,11067,20949,4922,3,54622
51001,32412,32412,-154,430,10.8,14.8,-4.0,1.8,-2.4,-0.7,4419,9155,5645,4376,18.7,38.8,23.9,18.5,5552,17.3,27.0,25.7,42879,39027,46731,16762,16123,639,3.8,42879,59.1,263.2,231.8,90.3,81.7,7.3,6.3,17.03995111,7.998655034,0.365304892,16.16474148,14.1898119,44.71940721,10,32840,9713,29.6,51,1,25756,12877,2797,4348,1089,6,10174
50027,55286,55286,29,823,8.3,9.6,-1.3,1.6,0.3,1.9,2821,12540,11165,15147,6.8,30.1,26.8,36.3,5227,9.6,11.3,10.6,57438,54398,60478,29178,28496,682,2.3,57438,94.3,367.1,322.7,130.3,121.5,11.7,9.9,33.89726632,21.80371037,1.235837835,36.81031265,32.92625088,106.8116986,0,55485,16500,29.7,50,27,45302,16558,3325,4671,1379,5,13092
13231,18634,18634,428,210,10.2,9.9,0.3,-0.1,23.1,23.0,1599,5019,3701,1957,13.0,40.9,30.1,15.9,1947,10.6,14.6,13.4,66901,61011,72791,8756,8437,319,3.6,66901,114.1,228.7,202.9,79.1,71.9,7.0,6.1,8.529200364,5.893385174,0.256850271,8.817935496,6.042181193,22.65242248,0,17919,3658,20.4,13,231,14275,6590,1234,1722,434,2,4782
35033,4506,4506,-36,8,8.2,7.1,1.1,0.0,-9.1,-9.1,274,1146,1493,366,8.4,34.9,45.5,11.2,1053,23.5,31.8,30.2,34491,30709,38273,2266,2127,139,6.1,34491,72.8,244.8,213.8,91.1,82.1,7.7,7.3,2.197704717,1.144010675,0.088166236,2.105237689,2.440699466,6.223246039,0,4605,1391,30.2,35,33,3700,1882,294,735,190,6,1280
6053,435594,435594,117,18086,13.8,6.2,7.6,0.8,-8.1,-7.4,78816,56133,72422,67157,28.7,20.4,26.4,24.5,55614,13.3,19.2,19.0,69665,66597,72733,224057,210010,14047,6.3,69665,92.6,279.6,243.8,96.2,87.1,7.2,6.2,169.7357807,87.18036694,3.953233767,246.2567318,167.3572334,647.1740994,27,433168,76257,17.6,6,53,321760,119010,20253,36143,10298,3,90415
48341,21485,21485,-393,151,18.6,6.2,12.4,6.4,-37.0,-30.7,4171,2916,3637,1792,33.3,23.3,29.1,14.3,2588,12.2,16.8,16.4,53785,48338,59232,11039,10742,297,2.7,53785,88.7,224.8,199.9,72.9,66.5,6.2,5.4,7.410725687,4.373825272,0.391495913,8.129341511,7.19514094,25.37462417,3,22016,3264,14.8,48,341,14612,7114,1058,1997,472,5,5596
