fips,TOT_POP,POP_ESTIMATE_2018,N_POP_CHG_2018,GQ_ESTIMATES_2018,R_birth_2018,R_death_2018,R_NATURAL_INC_2018,R_INTERNATIONAL_MIG_2018,R_DOMESTIC_MIG_2018,R_NET_MIG_2018,Less than a high school diploma 2014-18,High school diploma only 2014-18,Some college or associate's degree 2014-18,Bachelor's degree or higher 2014-18,Percent of adults with less than a high school diploma 2014-18,Percent of adults with a high school diploma only 2014-18,Percent of adults completing some college or associate's degree 2014-18,Percent of adults with a bachelor's degree or higher 2014-18,POVALL_2018,PCTPOVALL_2018,PCTPOV017_2018,PCTPOV517_2018,MEDHHINC_2018,CI90LBINC_2018,CI90UBINC_2018,Civilian_labor_force_2018,Employed_2018,Unemployed_2018,Unemployment_rate_2018,Median_Household_Income_2018,Med_HH_Income_Percent_of_State_Total_2018,Active Physicians per 100000 Population 2018 (AAMC),Total Active Patient Care Physicians per 100000 Population 2018 (AAMC),Active Primary Care Physicians per 100000 Population 2018 (AAMC),Active Patient Care Primary Care Physicians per 100000 Population 2018 (AAMC),Active General Surgeons per 100000 Population 2018 (AAMC),Active Patient Care General Surgeons per 100000 Population 2018 (AAMC),Total nurse practitioners (2019),Total physician assistants (2019),Total Hospitals (2019),Internal Medicine Primary Care (2019),Family Medicine/General Practice Primary Care (2019),Total Specialist Physicians (2019),ICU Beds_x,Total Population,Population Aged 60+,Percent of Population Aged 60+,STATE_FIPS,CNTY_FIPS,county_pop2018_18 and older,anycondition_number,COPD_number,diabetes_number,CKD_number,Urban_rural_code,Obesity_number
36071,381951,381951,2148,11265,12.9,7.5,5.3,0.8,-0.4,0.3,24774,71452,72901,71791,10.3,29.7,30.3,29.8,42664,11.5,17.5,16.4,75048,71530,78566,182241,175086,7155,3.9,75048,110.9,375.1,304.1,112.9,94.8,10.2,7.4,246.4810432,173.8130138,3.244457472,404.9708362,126.6511109,955.9031688,76,378174,70347,18.6,36,71,284791,103342,20228,30238,8132,2,79172
17189,13995,13995,44,246,10.0,9.8,0.2,0.4,2.6,2.9,800,3411,3841,2091,7.9,33.6,37.9,20.6,1016,7.4,10.5,9.9,66937,61726,72148,9625,9335,290,3.0,66937,102.9,284.4,240.5,99.6,87.2,7.0,5.8,5.45143622,2.737251473,0.205403702,10.60080817,6.649807552,23.48851746,0,14260,3641,25.5,17,189,11002,5026,930,1167,338,6,3642
48177,20826,20826,30,312,13.9,10.1,3.8,-0.7,-1.6,-2.4,3200,5503,2949,1636,24.1,41.4,22.2,12.3,3465,16.9,25.3,24.5,49829,46268,53390,9552,9262,290,3.0,49829,82.2,224.8,199.9,72.9,66.5,6.2,5.4,7.183419742,4.239668844,0.37948773,7.879993777,6.974447531,24.59631944,0,20558,4490,21.8,48,177,15205,7818,1320,2379,577,6,5930
5055,45325,45325,348,602,12.6,11.1,1.5,-0.2,6.4,6.3,3767,13130,8074,4734,12.7,44.2,27.2,15.9,7361,16.5,23.5,19.8,46512,41904,51120,19755,19064,691,3.5,46512,98.8,207.6,188.2,79.9,75.0,7.0,6.5,19.62593216,3.143156952,1.323434506,13.5200866,25.34076298,54.69694657,8,44197,9006,20.4,5,55,34222,16336,3272,4056,1061,5,11978
54097,24415,24415,-131,1224,10.3,11.7,-1.3,0.3,-4.2,-3.9,2757,8058,3159,2819,16.4,48.0,18.8,16.8,4377,19.0,27.5,24.3,41213,37243,45183,9373,8836,537,5.7,41213,93.6,263.4,231.6,100.1,89.4,10.5,9.2,12.73591896,9.03141599,0.757124694,13.19560181,16.77842402,37.89679494,4,24604,6359,25.8,54,97,19395,10065,2656,2950,704,6,6808
17071,6709,6709,-110,51,10.1,13.3,-3.3,0.1,-13.0,-12.9,508,2231,1598,790,9.9,43.5,31.2,15.4,748,11.3,16.1,14.6,53632,48325,58939,3664,3481,183,5.0,53632,82.4,284.4,240.5,99.6,87.2,7.0,5.8,2.61333945,1.312198652,0.098467555,5.081873672,3.187821284,11.26005456,0,6927,2225,32.1,17,71,5494,2741,540,668,191,5,2005
12035,112067,112067,2130,684,7.2,11.9,-4.7,1.4,22.4,23.8,6500,27619,27435,19894,8.0,33.9,33.7,24.4,11450,10.3,18.4,16.4,58975,55459,62491,47077,45173,1904,4.0,58975,106.4,265.2,240.7,86.8,80.1,6.9,6.0,65.03248906,32.05849157,1.141751628,61.00741995,43.56545383,153.1262564,18,105015,38651,36.8,12,35,93183,42082,9814,13814,3722,3,27769
35023,4240,4240,-65,64,12.2,11.2,0.9,0.2,-16.1,-15.9,640,1035,961,435,20.8,33.7,31.3,14.2,1070,25.7,36.6,33.0,39882,36676,43088,2190,2106,84,3.8,39882,84.1,244.8,213.8,91.1,82.1,7.7,7.3,2.06796893,1.076476977,0.082961572,1.980960453,2.296619116,5.855872881,0,4446,1233,27.7,35,23,3279,1587,279,520,144,6,1089
13011,18988,18988,350,0,10.4,8.2,2.2,0.8,15.6,16.4,2937,5205,3032,1647,22.9,40.6,23.6,12.8,2469,13.0,19.5,18.7,55384,50597,60171,9538,9241,297,3.1,55384,94.5,228.7,202.9,79.1,71.9,7.0,6.1,8.691234116,6.005344944,0.261729792,8.985454502,6.156967719,23.08276259,0,18363,4207,22.9,13,11,14750,6568,1567,1983,510,6,4779
46135,22869,22869,170,2295,12.9,9.3,3.6,1.6,2.3,4.0,1435,5228,4707,4467,9.1,33.0,29.7,28.2,2296,11.0,12.0,10.7,56535,50885,62185,11826,11514,312,2.6,56535,99.1,240.4,219.1,92.8,84.8,9.2,8.6,12.26094748,10.4723526,1.477534897,8.787444388,14.02362069,24.83295494,10,22660,5565,24.6,46,135,18009,7723,1122,1870,559,5,6051
21237,7177,7177,-68,132,12.1,15.3,-3.2,-0.1,-6.0,-6.1,1521,1909,1233,386,30.1,37.8,24.4,7.6,2202,31.4,43.6,40.8,30144,26796,33492,1904,1758,146,7.7,30144,60.1,230.9,214.6,77.3,72.9,8.3,7.6,4.712494086,1.583680698,0.168647539,3.172179898,3.05171737,10.36941439,0,7251,1797,24.8,21,237,5527,3366,1005,1062,255,6,2238
51185,40855,40855,-291,1765,9.5,15.5,-6.0,0.0,-1.0,-1.0,5783,11151,9088,4697,18.8,36.3,29.6,15.3,7104,18.2,24.1,22.5,42074,38269,45879,15905,15207,698,4.4,42074,58.0,263.2,231.8,90.3,81.7,7.3,6.3,21.47868699,10.08222422,0.460463142,20.37549405,17.88611518,56.368363,12,42689,11682,27.4,51,185,32972,18095,3535,4466,1196,5,13057
51023,33277,33277,41,287,7.5,10.9,-3.4,-0.1,4.8,4.7,1784,7829,7674,6965,7.4,32.3,31.6,28.7,2441,7.4,8.6,7.6,71874,65962,77786,17222,16758,464,2.7,71874,99.0,263.2,231.8,90.3,81.7,7.3,6.3,17.49470731,8.212120312,0.37505402,16.59614038,14.56850459,45.91286294,0,33149,9316,28.1,51,23,26998,11640,2183,2966,841,3,8423
18031,26794,26794,142,377,13.7,10.3,3.4,0.4,1.6,2.0,1612,7798,4897,3493,9.1,43.8,27.5,19.6,3077,11.7,15.4,14.1,57441,51863,63019,14967,14519,448,3.0,57441,103.1,230.8,212.0,80.3,74.4,6.5,6.1,13.82566777,3.383344705,0.528522487,10.53441411,13.3051532,34.85846036,0,26480,5924,22.4,18,31,20239,8838,1922,2467,606,5,6659
21097,18778,18778,48,275,12.1,11.3,0.8,0.2,1.6,1.8,2141,5199,3647,1913,16.6,40.3,28.3,14.8,2865,15.5,21.7,20.4,51709,46722,56696,8699,8339,360,4.1,51709,103.0,230.9,214.6,77.3,72.9,8.3,7.6,12.32983335,4.143563627,0.441251705,8.299734446,7.984554657,27.13067625,6,18630,4370,23.5,21,97,14550,7248,1827,2099,502,6,5427
39073,28385,28385,-72,308,10.9,11.2,-0.4,0.1,-2.2,-2.1,2063,8966,6033,2961,10.3,44.8,30.1,14.8,3944,14.1,21.2,19.1,50568,45694,55442,13112,12449,663,5.1,50568,90.1,292.7,248.6,93.7,83.7,8.3,7.1,14.66425985,5.429588512,0.471082366,19.19782056,13.12717151,55.32061068,4,28547,7036,24.6,39,73,22137,11730,2372,2985,735,2,8368
39019,27081,27081,-260,405,9.7,11.9,-2.2,0.0,-7.4,-7.4,2233,9458,5370,2677,11.3,47.9,27.2,13.6,3431,12.9,17.3,15.6,50002,45677,54327,13091,12403,688,5.3,50002,89.0,292.7,248.6,93.7,83.7,8.3,7.1,13.99058732,5.180154536,0.449440957,18.31587735,12.52411244,52.77919528,0,27825,7474,26.9,39,19,21386,11430,2341,2946,732,3,8683
48399,10234,10234,-99,183,10.3,12.1,-1.8,2.0,-10.0,-8.0,1497,2435,1762,1274,21.5,34.9,25.3,18.3,1692,16.9,23.9,21.7,42205,38590,45820,4628,4483,145,3.1,42205,69.6,224.8,199.9,72.9,66.5,6.2,5.4,3.529968195,2.08339436,0.186482158,3.872268142,3.427278212,12.08675373,0,10266,2816,27.4,48,399,7905,3905,717,1193,301,6,2877
29161,44732,44732,46,3014,10.7,9.6,1.1,5.5,-5.6,0.0,3420,8361,7912,8232,12.2,29.9,28.3,29.5,7517,18.1,21.8,20.4,43079,39680,46478,19662,19056,606,3.1,43079,79.2,273.1,236.3,86.6,79.0,7.0,6.3,24.94906416,4.8554661,0.890777239,27.82583655,19.97677481,79.33028448,18,44873,9354,20.8,29,161,35408,15048,3138,3834,1066,5,11968
56037,43051,43051,-496,660,12.6,7.0,5.6,1.4,-18.5,-17.2,2549,9433,10108,6243,9.0,33.3,35.7,22.0,3540,8.4,10.0,8.5,73315,67141,79489,21150,20254,896,4.2,73315,117.8,207.9,199.6,79.8,76.2,10.6,10.4,21.31174912,11.99717345,2.160981554,9.8361919,28.0182436,40.53703329,10,44527,7015,15.8,56,37,31761,12796,2098,2834,821,5,10672
29229,18378,18378,39,195,14.2,12.1,2.1,-0.2,0.3,0.1,2380,5490,3135,1410,19.2,44.2,25.3,11.4,4330,23.9,39.9,37.6,35293,31457,39129,7425,7118,307,4.1,35293,64.9,273.1,236.3,86.6,79.0,7.0,6.3,10.2502437,1.994852812,0.365972997,11.43215649,8.207394427,32.59259519,0,18304,4787,26.2,29,229,13675,7117,1886,2121,565,6,5320
53061,814901,814901,11862,9983,12.5,7.1,5.4,3.8,5.4,9.2,42223,129137,198340,172902,7.8,23.8,36.6,31.9,60590,7.5,8.8,8.0,87096,84904,89288,430470,414289,16181,3.8,87096,117.7,278.8,246.3,100.6,91.7,6.9,6.1,328.4220623,206.3316743,9.948906728,405.3098089,477.6556632,1202.19561,72,771904,143234,18.6,53,61,630354,249524,33429,61120,15994,2,196040
48245,255001,255001,-1590,16256,13.7,10.2,3.4,3.2,-12.9,-9.7,27058,55151,53962,33160,16.0,32.6,31.9,19.6,44682,18.7,27.8,25.7,48121,44914,51328,108181,101322,6859,6.3,48121,79.4,224.8,199.9,72.9,66.5,6.2,5.4,87.95636308,51.91202318,4.646583626,96.48546496,85.39763252,301.166141,88,254574,49559,19.5,48,245,193820,109233,15061,27792,6757,3,83730
22003,25605,25605,-26,4183,11.6,9.3,2.3,0.2,-3.4,-3.2,3607,7699,4353,2283,20.1,42.9,24.3,12.7,4177,19.6,22.7,20.8,44395,40112,48678,8784,8290,494,5.6,44395,92.4,260.3,231.8,84.1,75.8,9.1,7.8,12.98937892,4.214405089,0.868156459,13.77511546,9.846432751,41.17149587,3,25667,4916,19.2,22,3,19961,9499,2057,2706,685,6,7046
13163,15430,15430,-183,522,12.6,14.8,-2.1,0.1,-9.7,-9.7,2657,4399,2429,1175,24.9,41.3,22.8,11.0,3328,22.3,35.2,35.3,38274,34665,41883,6747,6388,359,5.3,38274,65.3,228.7,202.9,79.1,71.9,7.0,6.1,7.062657595,4.880054375,0.21268647,7.301746523,5.003265847,18.75747982,0,15954,3828,24.0,13,163,11804,6364,1312,2213,521,6,4509
29159,42542,42542,38,851,12.3,9.5,2.8,1.2,-3.1,-1.9,4189,9690,9050,5159,14.9,34.5,32.2,18.4,6885,16.6,23.3,21.1,45254,42503,48005,20716,19859,857,4.1,45254,83.2,273.1,236.3,86.6,79.0,7.0,6.3,23.72760188,4.617751025,0.847166353,26.46353256,18.99874707,75.44641336,9,42309,9293,22.0,29,159,32076,15060,3191,3932,1054,5,11451
25017,1614714,1614714,9720,56809,10.4,7.4,3.1,9.1,-6.1,3.0,76765,218287,205211,616179,6.9,19.6,18.4,55.2,113717,7.3,8.0,7.2,100374,99103,101645,923768,898786,24982,2.7,100374,125.8,449.5,353.7,134.3,114.6,9.6,7.3,1465.423087,506.7219679,17.54577451,2150.644068,461.1029542,4847.780526,216,1582857,319971,20.2,25,17,1295883,378087,62364,97570,30890,2,272135
39127,36033,36033,39,307,11.3,10.4,0.9,0.3,-0.1,0.2,3501,10995,6991,3009,14.3,44.9,28.5,12.3,5846,16.4,22.9,21.3,51534,46622,56446,15880,14996,884,5.6,51534,91.8,292.7,248.6,93.7,83.7,8.3,7.1,18.61536992,6.892526435,0.598009896,24.37044454,16.66413144,70.22609,0,35983,8197,22.8,39,127,27590,14485,3132,3560,908,2,10815
55119,20412,20412,79,212,10.7,9.0,1.6,1.0,1.3,2.3,1594,6335,4042,2070,11.4,45.1,28.8,14.7,2072,10.3,15.4,14.5,56981,52013,61949,11091,10745,346,3.1,56981,93.8,264.9,238.3,94.6,86.4,7.9,7.1,10.67724537,6.460418112,0.466975874,10.71586743,11.50235312,32.29155727,0,20344,5080,25.0,55,119,15636,7199,1270,1727,518,6,5723
47075,17335,17335,-261,174,10.8,12.5,-1.7,0.5,-13.6,-13.2,2208,5555,2999,1550,17.9,45.1,24.4,12.6,3513,20.5,30.8,27.3,39574,35687,43461,7738,7324,414,5.4,39574,75.6,253.1,225.8,85.1,77.8,8.1,7.4,14.71808461,3.052184561,0.294464115,9.184719816,6.365545989,25.8693126,0,17944,4298,24.0,47,75,13480,7832,1593,2560,569,6,5689
29055,23957,23957,-138,332,10.2,12.3,-2.1,-0.2,-3.4,-3.6,3868,6631,4464,1893,22.9,39.3,26.5,11.2,3741,15.9,24.1,22.0,42774,39337,46211,10832,10407,425,3.9,42774,78.6,273.1,236.3,86.6,79.0,7.0,6.3,13.3619049,2.600429253,0.477071231,14.90261035,10.69890893,42.48671254,0,24387,5953,24.4,29,55,18531,9642,2354,2658,706,6,6819
37159,141262,141262,725,4350,11.3,11.0,0.3,0.6,4.2,4.8,14118,31477,32308,17953,14.7,32.8,33.7,18.7,22298,16.3,25.2,24.0,46864,44137,49591,65775,63199,2576,3.9,46864,86.9,255.0,223.5,86.2,78.1,7.1,6.2,64.1715369,57.70948898,1.523682877,68.76979416,54.7437491,203.7789805,20,138940,31195,22.5,37,159,109855,50684,10221,14124,3783,2,37570
21227,131264,131264,2269,6890,12.6,7.4,5.2,4.4,7.9,12.3,9417,21486,22249,23437,12.3,28.1,29.0,30.6,20486,16.5,19.6,18.2,53478,51424,55532,64400,62028,2372,3.7,53478,106.6,230.9,214.6,77.3,72.9,8.3,7.6,86.18933032,28.96478517,3.084485237,58.0176985,55.81449476,189.651778,52,123824,21484,17.4,21,227,101165,41161,9272,11168,2811,4,30855
17135,28601,28601,-154,2453,9.2,13.1,-3.9,0.0,-1.4,-1.4,2808,8371,6529,3280,13.4,39.9,31.1,15.6,3754,14.4,20.1,17.7,53138,50273,56003,11891,11185,706,5.9,53138,81.7,284.4,240.5,99.6,87.2,7.0,5.8,11.14087369,5.594007101,0.419775011,21.66443119,13.58993539,48.00250717,0,29173,7326,25.1,17,135,22862,11469,2261,2748,775,6,7979
50025,42756,42756,-150,1547,8.2,10.0,-1.9,1.6,-3.2,-1.6,2101,9616,7815,12288,6.6,30.2,24.6,38.6,4965,12.0,16.1,13.3,54441,51104,57778,22643,21997,646,2.9,54441,89.4,367.1,322.7,130.3,121.5,11.7,9.9,26.21480156,16.86212496,0.955747973,28.46763607,25.46385672,82.60393199,0,43332,12533,28.9,50,25,35120,12086,2626,3439,1087,6,9237
12043,13724,13724,116,1462,4.9,8.8,-3.9,2.9,9.5,12.4,2454,4080,2525,997,24.4,40.6,25.1,9.9,2457,20.1,27.6,23.7,38680,34859,42501,5206,4998,208,4.0,38680,69.8,265.2,240.7,86.8,80.1,6.9,6.0,7.964038297,3.925961597,0.139821708,7.471118451,5.335132451,18.75221736,0,13197,4162,31.5,12,43,11644,6337,1469,1973,510,6,4518
6063,18804,18804,64,278,8.5,12.5,-3.9,0.1,7.2,7.4,874,3638,6528,3390,6.1,25.2,45.2,23.5,2317,12.5,19.6,19.0,55079,50235,59923,7848,7260,588,7.5,55079,73.2,279.6,243.8,96.2,87.1,7.2,6.2,7.32726259,3.763457761,0.17065572,10.63056788,7.224583939,27.93762487,0,18724,6935,37.0,6,63,15631,5836,1293,1864,573,6,4033
30039,3378,3378,20,40,5.3,8.9,-3.6,0.6,8.9,9.5,215,827,789,665,8.6,33.1,31.6,26.6,449,13.4,20.1,17.5,48410,43626,53194,1675,1585,90,5.4,48410,87.6,247.1,236.2,91.5,88.0,9.8,9.4,1.60265837,1.243332188,0.178073152,1.093877935,1.866588221,3.663219132,0,3206,1229,38.3,30,39,2861,1153,229,351,103,6,890
27059,39966,39966,383,465,10.9,7.8,3.1,0.5,6.1,6.6,2222,8997,10695,4718,8.3,33.8,40.2,17.7,2987,7.6,9.4,8.5,73468,69125,77811,21134,20346,788,3.7,73468,104.5,302.7,265.0,104.9,96.0,7.4,6.6,20.51299379,12.90609193,0.904566046,22.89905384,24.97172092,66.83104888,0,38584,8001,20.7,27,59,30571,13085,1762,2845,833,2,11586
48233,21198,21198,-164,259,13.4,10.2,3.2,0.5,-11.6,-11.1,2052,4728,5414,1947,14.5,33.4,38.3,13.8,2708,13.0,18.9,18.1,54351,48923,59779,9065,8612,453,5.0,54351,89.6,224.8,199.9,72.9,66.5,6.2,5.4,7.311732051,4.315399027,0.386266249,8.020748492,7.099027118,25.03566597,4,21704,4709,21.7,48,233,15755,7583,1339,2058,526,5,5908
47091,17778,17778,137,1771,8.1,13.3,-5.2,-0.3,13.2,12.9,2772,5687,3571,1538,20.4,41.9,26.3,11.3,3308,20.7,27.9,25.8,35778,32331,39225,7613,7350,263,3.5,35778,68.3,253.1,225.8,85.1,77.8,8.1,7.4,15.09420872,3.130183855,0.301989214,9.41943749,6.528219013,26.53040897,0,17846,5169,29.0,47,91,14802,7798,2036,2338,598,6,5654
51720,3968,3968,76,68,6.9,8.1,-1.3,3.6,17.0,20.6,544,690,1114,478,19.2,24.4,39.4,16.9,811,20.8,31.3,28.6,34442,30702,38182,1659,1594,65,3.9,34442,47.4,263.2,231.8,90.3,81.7,7.3,6.3,2.086095459,0.979225693,0.044722011,1.978948975,1.737170604,5.474719481,11,4043,1034,25.6,51,720,3175,1458,337,419,117,5,1089
29225,39109,39109,426,927,14.9,9.8,5.1,0.1,5.8,5.9,3260,9500,7777,4180,13.2,38.4,31.5,16.9,5384,14.1,24.7,23.6,51141,46982,55300,16916,16391,525,3.1,51141,94.0,273.1,236.3,86.6,79.0,7.0,6.3,21.81286216,4.245113648,0.778802805,24.3280122,17.46561044,69.35813502,0,37558,7556,20.1,29,225,28446,13833,3014,3530,930,3,10411
41033,87393,87393,740,1628,10.2,13.3,-3.1,0.1,11.4,11.6,6170,19450,26543,10843,9.8,30.9,42.1,17.2,14655,17.0,25.2,23.3,46578,43379,49777,35929,33939,1990,5.5,46578,73.7,303.4,271.5,109.4,101.0,9.2,8.3,43.81418938,24.14889638,1.272092124,53.57384698,41.24915116,128.5021585,12,84514,28339,33.5,41,33,70275,33121,7479,10302,2865,4,23472
51057,10919,10919,-92,190,8.4,10.9,-2.6,1.3,-7.0,-5.7,1346,2945,2233,1291,17.2,37.7,28.6,16.5,1478,13.7,23.4,22.6,50785,45281,56289,5493,5281,212,3.9,50785,70.0,263.2,231.8,90.3,81.7,7.3,6.3,5.74044262,2.694598121,0.123064424,5.445600771,4.780283727,15.0651366,7,11083,3102,28.0,51,57,8891,4187,859,1389,354,6,3156
48249,40822,40822,-108,354,13.4,9.5,3.9,1.4,-8.0,-6.6,6543,9449,6495,3266,25.4,36.7,25.2,12.7,8552,21.2,33.3,32.2,41919,37495,46343,17059,16133,926,5.4,41919,69.1,224.8,199.9,72.9,66.5,6.2,5.4,14.08055127,8.310369804,0.743851345,15.44593806,13.67093523,48.21237645,8,41318,8333,20.2,48,249,29474,15173,2071,4969,1146,5,11790
19059,17153,17153,-20,185,8.4,11.0,-2.6,0.5,0.9,1.5,535,3558,4609,3972,4.2,28.1,36.4,31.3,1330,7.8,9.3,7.9,55603,51199,60007,9865,9554,311,3.2,55603,92.6,218.2,193.1,84.8,77.9,6.9,6.5,10.44567534,4.635879847,0.64130577,6.945667579,11.74459127,22.21200579,3,17000,5604,33.0,19,59,13865,6148,972,1563,453,5,4756
21153,12362,12362,-177,127,11.0,12.5,-1.5,0.2,-12.9,-12.6,2723,2882,2364,857,30.9,32.7,26.8,9.7,3463,28.4,37.6,35.8,30950,27754,34146,2855,2477,378,13.2,30950,61.7,230.9,214.6,77.3,72.9,8.3,7.6,8.11701991,2.7278056,0.290486398,5.463910812,5.256420528,17.86076365,0,12783,2681,21.0,21,153,9602,5947,1523,1697,389,6,4254
40005,13838,13838,0,749,11.2,9.3,1.9,0.1,-2.0,-1.9,1681,3934,2622,1452,17.3,40.6,27.1,15.0,2707,20.8,27.8,26.9,39702,36772,42632,5121,4910,211,4.1,39702,76.5,206.7,189.1,73.9,68.5,6.2,5.8,3.969176879,4.520158993,0.438680026,4.628951639,7.931334878,16.36101027,0,13899,3468,25.0,40,5,10729,5828,1219,1618,419,6,4131
8063,7163,7163,11,58,12.0,10.1,2.0,0.6,-1.1,-0.6,622,2033,1714,1017,11.5,37.7,31.8,18.9,900,12.6,20.1,20.4,48342,44402,52282,4487,4396,91,2.0,48342,67.2,285.7,262.5,95.4,88.9,7.8,7.1,3.640883502,2.825929267,0.111930443,3.147886496,3.424568489,9.166977493,0,7846,1873,23.9,8,63,5343,2176,412,547,179,6,1453
45089,30606,30606,-579,884,9.5,12.8,-3.3,1.5,-17.0,-15.5,4316,9361,5841,2828,19.3,41.9,26.1,12.7,7726,26.0,37.7,37.4,32814,29384,36244,12294,11626,668,5.4,32814,62.6,229.5,205.0,80.1,72.3,7.0,6.2,12.76823455,6.314888279,0.415373967,12.86455315,14.09261531,38.84047586,4,32256,8243,25.6,45,89,24266,14120,2422,4949,1123,6,11211
19157,18699,18699,136,1831,8.8,10.7,-1.9,1.7,7.6,9.2,846,4531,3676,3028,7.0,37.5,30.4,25.1,1795,10.6,12.3,11.4,56170,50777,61563,10435,10193,242,2.3,56170,93.5,218.2,193.1,84.8,77.9,6.9,6.5,11.38714413,5.053711727,0.699106663,7.571680642,12.80313135,24.21397401,5,18428,4687,25.4,19,157,15056,6499,1021,1543,450,6,5797
4013,4410824,4410824,81244,65225,12.3,7.3,5.0,2.3,11.3,13.6,354513,634810,923098,899070,12.6,22.6,32.8,32.0,535183,12.3,18.2,17.0,65234,64449,66019,2229526,2137219,92307,4.1,65234,110.4,242.0,224.0,78.1,73.2,6.9,6.1,2092.969183,1193.170795,51.04802886,2044.996337,1653.833128,5700.773247,1004,4155501,808534,19.5,4,13,3358036,1319260,222293,321467,105112,1,1000695
29041,7451,7451,-27,213,10.4,14.3,-3.9,0.1,0.3,0.4,528,2594,1201,977,10.0,48.9,22.7,18.4,967,13.4,19.3,18.6,48421,43742,53100,3760,3655,105,2.8,48421,89.0,273.1,236.3,86.6,79.0,7.0,6.3,4.155760463,0.808773985,0.148376581,4.634943847,3.327527254,13.2140291,0,7586,2288,30.2,29,41,5753,2874,612,770,208,6,2100
42035,38684,38684,-153,2060,10.2,10.3,-0.1,0.4,-4.2,-3.8,2847,11492,6125,4793,11.3,45.5,24.3,19.0,4506,12.3,17.6,16.7,50999,47058,54940,18328,17353,975,5.3,50999,83.8,320.5,273.3,100.8,88.2,8.7,7.2,21.15271202,17.12333635,0.601083777,31.34093102,21.75983684,80.85029882,10,39321,9199,23.4,42,35,30870,14521,2719,3560,965,5,11268
5125,121421,121421,1752,1430,10.9,8.7,2.2,0.4,11.8,12.3,7790,25636,26748,21234,9.6,31.5,32.9,26.1,11695,9.7,13.0,11.9,63677,59060,68294,57716,55923,1793,3.1,63677,135.2,207.6,188.2,79.9,75.0,7.0,6.5,52.57584797,8.420193276,3.545344537,36.21891749,67.88529029,146.5274782,16,116252,26545,22.8,5,125,93198,45316,7386,10013,2667,3,29823
4025,231993,231993,3938,4199,8.0,13.1,-5.1,-0.1,22.3,22.1,16623,44214,67706,43270,9.7,25.7,39.4,25.2,30060,13.2,19.2,17.9,48758,46087,51429,105618,100899,4719,4.5,48758,82.5,242.0,224.0,78.1,73.2,6.9,6.1,110.0824245,62.75636304,2.684937182,107.5592305,86.98549496,299.8395511,39,220972,85127,38.5,4,25,194306,87153,18574,23017,7876,4,53240
41005,416075,416075,3254,2917,10.1,8.4,1.7,0.7,5.4,6.2,19201,60819,100447,105014,6.7,21.3,35.2,36.8,30022,7.3,7.9,7.4,81061,78654,83468,218998,210750,8248,3.8,81061,128.3,303.4,271.5,109.4,101.0,9.2,8.3,208.597815,114.9720465,6.05638587,255.0632017,196.3857582,611.7942579,54,399962,94656,23.7,41,5,326560,126175,21452,31351,9027,2,88824
29081,8414,8414,-114,145,12.3,14.2,-1.9,-0.1,-11.3,-11.5,753,2693,1485,953,12.8,45.8,25.2,16.2,1277,15.5,22.5,20.8,40639,36328,44950,3828,3710,118,3.1,40639,74.7,273.1,236.3,86.6,79.0,7.0,6.3,4.692869217,0.913303491,0.167553422,5.233984368,3.757591506,14.92186832,0,8615,2484,28.8,29,81,6380,3465,758,956,247,6,2475
56019,8460,8460,18,71,8.9,10.3,-1.4,0.0,3.7,3.7,271,1793,2301,1768,4.4,29.2,37.5,28.8,859,10.3,13.4,12.1,57676,51310,64042,4211,4043,168,4.0,57676,92.6,207.9,199.6,79.8,76.2,10.6,10.4,4.187995576,2.357577929,0.424656894,1.932921035,5.505896282,7.965977599,0,8562,2495,29.1,56,19,6606,2550,552,712,225,6,1955
36001,307117,307117,-600,17576,9.7,9.1,0.7,2.8,-5.4,-2.6,15030,49310,55746,84423,7.3,24.1,27.3,41.3,32888,11.3,15.3,15.2,64536,60620,68452,158835,152991,5844,3.7,64536,95.4,375.1,304.1,112.9,94.8,10.2,7.4,198.1890833,139.7585852,2.608785015,325.6266597,101.836909,768.6172139,120,308580,67673,21.9,36,1,250758,90308,16768,24367,6779,3,70965
44009,126179,126179,-190,7047,7.2,9.3,-2.1,0.2,0.5,0.7,5058,19531,22765,38670,5.9,22.7,26.5,45.0,9507,8.0,9.7,8.1,86715,82019,91411,69005,66529,2476,3.6,86715,135.9,370.0,325.3,117.5,106.6,10.1,8.6,77.92841963,36.39841958,1.312729887,156.0955174,33.77295981,308.014167,17,126190,33367,26.4,44,9,105337,37649,7588,9906,2869,2,26018
39133,162927,162927,302,7465,8.4,8.8,-0.4,3.2,-0.9,2.3,8264,38005,28447,30033,7.9,36.3,27.2,28.7,17564,11.3,14.3,12.6,63689,60307,67071,86523,82560,3963,4.6,63689,113.4,292.7,248.6,93.7,83.7,8.3,7.1,84.17135335,31.16528334,2.703964655,110.1935287,75.34862331,317.5346534,16,162080,34412,21.2,39,133,132396,54031,10882,13788,3642,3,39057
37145,39507,39507,112,450,10.4,11.4,-1.0,0.2,3.7,3.9,3813,10112,9727,4272,13.7,36.2,34.8,15.3,5773,14.8,23.4,22.6,50149,45479,54819,18261,17513,748,4.1,50149,93.0,255.0,223.5,86.2,78.1,7.1,6.2,17.94697023,16.13971756,0.426131157,19.23297318,15.3102837,56.99123745,6,39240,9982,25.4,37,145,31247,15729,3085,4667,1185,3,11655
